rank,name,section,views_3mo,wikipedia_title,flag
1,Cleopatra,ANCIENT & CLASSICAL,2105445,Cleopatra,
2,King Henry the Eighth,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",995884,Henry VIII,
3,Christopher Columbus,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",512838,Christopher Columbus,
4,Charles Manson,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",1266639,Charles Manson,
5,Donald Trump,US PRESIDENTS & POLITICIANS,3465723,Donald Trump,living head of state; image gen may refuse
6,Winston Churchill,WORLD LEADERS (HISTORICAL),814460,Winston Churchill,
7,Narendra Modi,WORLD LEADERS (CURRENT),843184,Narendra Modi,living head of state; image gen may refuse
8,Queen Elizabeth the Second,BRITISH ROYALS,1562930,Elizabeth II,
9,Edward Snowden,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",510746,Edward Snowden,
10,Pope Francis,RELIGIOUS & SPIRITUAL,381421,Pope Francis,
11,Albert Einstein,"SCIENTISTS, INVENTORS & THINKERS",884148,Albert Einstein,
12,Amelia Earhart,ASTRONAUTS & AVIATORS,393806,Amelia Earhart,
13,Jeff Bezos,TECH & BUSINESS,3321950,Jeff Bezos,
14,Frida Kahlo,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",502992,Frida Kahlo,
15,William Shakespeare,WRITERS & PHILOSOPHERS,771219,William Shakespeare,
16,Wolfgang Amadeus Mozart,"COMPOSERS, CLASSICAL & STAGE",483749,Wolfgang Amadeus Mozart,
17,Christopher Nolan,FILM DIRECTORS,3957849,Christopher Nolan,
18,Stan Lee,"GAME, COMICS & ANIMATION CREATORS",644242,Stan Lee,
19,Clint Eastwood,CLASSIC HOLLYWOOD,1484655,Clint Eastwood,
20,Zendaya,MODERN ACTORS,5973517,Zendaya,
21,Bruce Willis,ACTION & MARTIAL ARTS,1298732,Bruce Willis,
22,Robin Williams,COMEDIANS,1134681,Robin Williams,
23,Anthony Bourdain,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",1382280,Anthony Bourdain,
24,Victoria Beckham,FASHION & MODELS,516010,Victoria Beckham,
25,Dolly Parton,ROCK & POP LEGENDS,13022600,Dolly Parton,
26,Shakira,MODERN POP,3635151,Shakira,
27,Tupac Shakur,HIP-HOP & R&B,899977,Tupac Shakur,
28,Shania Twain,"COUNTRY, EDM & OTHER",689127,Shania Twain,
29,LeBron James,BASKETBALL,2357280,LeBron James,
30,Travis Kelce,AMERICAN FOOTBALL,1100222,Travis Kelce,
31,Erling Haaland,SOCCER,10648295,Erling Haaland,
32,Shohei Ohtani,BASEBALL & HOCKEY,697800,Shohei Ohtani,
33,Conor McGregor,"BOXING, MMA, WRESTLING & STRENGTH",2059984,Conor McGregor,"lost civil sexual-assault case 2024; kept, borderline"
34,Novak Djokovic,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",1526167,Novak Djokovic,
35,IShowSpeed,"INTERNET, STREAMERS & ESPORTS",1084619,IShowSpeed,
36,Dario Amodei,AI & MACHINE LEARNING,774589,Dario Amodei,
37,Baba Yaga,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,149562,Baba Yaga,
38,The Loch Ness Monster,FICTIONAL & FOLKLORE (public domain only) / Cryptids,188622,Loch Ness Monster,
39,Odysseus,FICTIONAL & FOLKLORE (public domain only) / Myth,2018502,Odysseus,
40,Robin Hood,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,380117,Robin Hood,
41,Don Quixote,FICTIONAL & FOLKLORE (public domain only) / Literature,296830,Don Quixote,
42,King Lear,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,112274,King Lear,
43,The Statue of Liberty,FICTIONAL & FOLKLORE (public domain only) / Art come to life,410449,Statue of Liberty,
44,Popeye,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),125847,Popeye,1929 design PD; King Features marks
45,Homer,ANCIENT & CLASSICAL,1480551,Homer,
46,Napoleon,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",925855,Napoleon,
47,Billy the Kid,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",423949,Billy the Kid,
48,O.J. Simpson,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",739943,O. J. Simpson,
49,Barack Obama,US PRESIDENTS & POLITICIANS,1452152,Barack Obama,
50,Che Guevara,WORLD LEADERS (HISTORICAL),780627,Che Guevara,
51,Giorgia Meloni,WORLD LEADERS (CURRENT),737056,Giorgia Meloni,living head of state; image gen may refuse
52,King Charles the Third,BRITISH ROYALS,1412485,Charles III,
53,Helen Keller,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",481689,Helen Keller,
54,Mother Teresa,RELIGIOUS & SPIRITUAL,352880,Mother Teresa,
55,David Attenborough,"SCIENTISTS, INVENTORS & THINKERS",711622,David Attenborough,
56,Neil Armstrong,ASTRONAUTS & AVIATORS,346169,Neil Armstrong,
57,Elon Musk,TECH & BUSINESS,2511232,Elon Musk,
58,Yayoi Kusama,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",486695,Yayoi Kusama,
59,George R. R. Martin,WRITERS & PHILOSOPHERS,683298,George R. R. Martin,
60,Lin-Manuel Miranda,"COMPOSERS, CLASSICAL & STAGE",441328,Lin-Manuel Miranda,
61,Steven Spielberg,FILM DIRECTORS,1493716,Steven Spielberg,
62,Seth MacFarlane,"GAME, COMICS & ANIMATION CREATORS",445323,Seth MacFarlane,
63,Marilyn Monroe,CLASSIC HOLLYWOOD,1138794,Marilyn Monroe,
64,Tom Holland,MODERN ACTORS,5139436,Tom Holland,
65,Sylvester Stallone,ACTION & MARTIAL ARTS,1256106,Sylvester Stallone,
66,Sacha Baron Cohen,COMEDIANS,850095,Sacha Baron Cohen,
67,Kim Kardashian,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",938688,Kim Kardashian,
68,Gigi Hadid,FASHION & MODELS,492638,Gigi Hadid,
69,Michael Jackson,ROCK & POP LEGENDS,4665484,Michael Jackson,
70,Taylor Swift,MODERN POP,2458792,Taylor Swift,
71,Travis Scott,HIP-HOP & R&B,752906,Travis Scott,
72,Johnny Cash,"COUNTRY, EDM & OTHER",648157,Johnny Cash,
73,Victor Wembanyama,BASKETBALL,2312557,Victor Wembanyama,
74,Tom Brady,AMERICAN FOOTBALL,694557,Tom Brady,
75,Lionel Messi,SOCCER,10228448,Lionel Messi,
76,Babe Ruth,BASEBALL & HOCKEY,408531,Babe Ruth,
77,John Cena,"BOXING, MMA, WRESTLING & STRENGTH",737808,John Cena,
78,Lewis Hamilton,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",1375986,Lewis Hamilton,
79,MrBeast,"INTERNET, STREAMERS & ESPORTS",706316,MrBeast,
80,Sam Altman,AI & MACHINE LEARNING,729455,Sam Altman,
81,Rumpelstiltskin,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,128783,Rumpelstiltskin,
82,Bigfoot,FICTIONAL & FOLKLORE (public domain only) / Cryptids,187744,Bigfoot,
83,Achilles,FICTIONAL & FOLKLORE (public domain only) / Myth,982250,Achilles,
84,King Arthur,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,322345,King Arthur,
85,Sherlock Holmes,FICTIONAL & FOLKLORE (public domain only) / Literature,294763,Sherlock Holmes,
86,Falstaff,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,43116,John Falstaff,
87,Mona Lisa,FICTIONAL & FOLKLORE (public domain only) / Art come to life,384704,Mona Lisa,
88,Betty Boop,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),103219,Betty Boop,1930 design PD; Fleischer marks on modern version
89,Alexander the Great,ANCIENT & CLASSICAL,838829,Alexander the Great,
90,Queen Elizabeth the First,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",771972,Elizabeth I,
91,Blackbeard,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",352418,Blackbeard,
92,Pablo Escobar,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",675808,Pablo Escobar,
93,George Washington,US PRESIDENTS & POLITICIANS,1387747,George Washington,
94,Joseph Stalin,WORLD LEADERS (HISTORICAL),774207,Joseph Stalin,
95,Javier Milei,WORLD LEADERS (CURRENT),570307,Javier Milei,living head of state; image gen may refuse
96,Queen Victoria,BRITISH ROYALS,1226998,Queen Victoria,
97,Malcolm X,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",467883,Malcolm X,
98,Martin Luther,RELIGIOUS & SPIRITUAL,294310,Martin Luther,
99,Robert Oppenheimer,"SCIENTISTS, INVENTORS & THINKERS",703753,J. Robert Oppenheimer,
100,Buzz Aldrin,ASTRONAUTS & AVIATORS,260855,Buzz Aldrin,
101,Peter Thiel,TECH & BUSINESS,1092311,Peter Thiel,
102,Vincent van Gogh,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",485654,Vincent van Gogh,
103,J. R. R. Tolkien,WRITERS & PHILOSOPHERS,584205,J. R. R. Tolkien,
104,John Williams,"COMPOSERS, CLASSICAL & STAGE",407128,John Williams,
105,Mel Brooks,FILM DIRECTORS,842330,Mel Brooks,
106,Gabe Newell,"GAME, COMICS & ANIMATION CREATORS",300334,Gabe Newell,
107,Robert De Niro,CLASSIC HOLLYWOOD,849249,Robert De Niro,
108,Anne Hathaway,MODERN ACTORS,4071534,Anne Hathaway,
109,Arnold Schwarzenegger,ACTION & MARTIAL ARTS,1015377,Arnold Schwarzenegger,
110,Adam Sandler,COMEDIANS,815567,Adam Sandler,
111,Kylie Jenner,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",832306,Kylie Jenner,
112,Cindy Crawford,FASHION & MODELS,452788,Cindy Crawford,
113,Madonna,ROCK & POP LEGENDS,1905687,Madonna,
114,Dua Lipa,MODERN POP,1950686,Dua Lipa,
115,Eminem,HIP-HOP & R&B,709632,Eminem,
116,Willie Nelson,"COUNTRY, EDM & OTHER",607585,Willie Nelson,
117,Michael Jordan,BASKETBALL,1063504,Michael Jordan,
118,Odell Beckham Jr.,AMERICAN FOOTBALL,385644,Odell Beckham Jr.,
119,Cristiano Ronaldo,SOCCER,8551966,Cristiano Ronaldo,
120,Jackie Robinson,BASEBALL & HOCKEY,312929,Jackie Robinson,
121,Muhammad Ali,"BOXING, MMA, WRESTLING & STRENGTH",673826,Muhammad Ali,
122,Serena Williams,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",1071412,Serena Williams,
123,Kai Cenat,"INTERNET, STREAMERS & ESPORTS",249061,Kai Cenat,
124,Daniela Amodei,AI & MACHINE LEARNING,347228,Daniela Amodei,
125,The Pied Piper,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,117644,Pied Piper of Hamelin,
126,Mothman,FICTIONAL & FOLKLORE (public domain only) / Cryptids,124693,Mothman,
127,Polyphemus the Cyclops,FICTIONAL & FOLKLORE (public domain only) / Myth,748786,Polyphemus,
128,Merlin,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,130240,Merlin,
129,Winnie the Pooh,FICTIONAL & FOLKLORE (public domain only) / Literature,191380,Winnie-the-Pooh,"Shepard-style only, not Disney"
130,Hamlet,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,30472,Prince Hamlet,
131,Michelangelo's David,FICTIONAL & FOLKLORE (public domain only) / Art come to life,175980,David (Michelangelo),
132,Oswald the Lucky Rabbit,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),75701,Oswald the Lucky Rabbit,1927 design PD; Disney marks
133,Jesus Christ,ANCIENT & CLASSICAL,676202,Jesus,sacred figure; kept
134,Genghis Khan,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",717433,Genghis Khan,
135,Benedict Arnold,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",318040,Benedict Arnold,
136,El Chapo,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",559683,El Chapo,
137,John F. Kennedy,US PRESIDENTS & POLITICIANS,1060182,John F. Kennedy,
138,Justin Trudeau,WORLD LEADERS (HISTORICAL),693763,Justin Trudeau,
139,Xi Jinping,WORLD LEADERS (CURRENT),541717,Xi Jinping,living head of state; image gen may refuse
140,Princess Diana,BRITISH ROYALS,807779,"Diana, Princess of Wales",
141,Martin Luther King Jr.,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",436446,Martin Luther King Jr.,
142,Pope John Paul the Second,RELIGIOUS & SPIRITUAL,267771,Pope John Paul II,
143,Stephen Hawking,"SCIENTISTS, INVENTORS & THINKERS",564769,Stephen Hawking,
144,Orville Wright,ASTRONAUTS & AVIATORS,220113,Wright brothers,
145,Steve Jobs,TECH & BUSINESS,846628,Steve Jobs,
146,Leonardo da Vinci,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",432729,Leonardo da Vinci,
147,Ernest Hemingway,WRITERS & PHILOSOPHERS,556779,Ernest Hemingway,
148,Hans Zimmer,"COMPOSERS, CLASSICAL & STAGE",385105,Hans Zimmer,
149,Martin Scorsese,FILM DIRECTORS,664350,Martin Scorsese,
150,Trey Parker,"GAME, COMICS & ANIMATION CREATORS",242014,Trey Parker,
151,Dick Van Dyke,CLASSIC HOLLYWOOD,832964,Dick Van Dyke,
152,Matt Damon,MODERN ACTORS,2424682,Matt Damon,
153,Bruce Lee,ACTION & MARTIAL ARTS,775233,Bruce Lee,
154,Will Ferrell,COMEDIANS,701922,Will Ferrell,
155,Gordon Ramsay,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",507443,Gordon Ramsay,
156,Cara Delevingne,FASHION & MODELS,449678,Cara Delevingne,
157,Elvis Presley,ROCK & POP LEGENDS,1219450,Elvis Presley,
158,Ariana Grande,MODERN POP,1817195,Ariana Grande,
159,Jelly Roll,HIP-HOP & R&B,689749,Jelly Roll (singer),
160,John Denver,"COUNTRY, EDM & OTHER",543344,John Denver,
161,Caitlin Clark,BASKETBALL,924976,Caitlin Clark,
162,Aaron Rodgers,AMERICAN FOOTBALL,342026,Aaron Rodgers,
163,Kylian Mbappé,SOCCER,7055545,Kylian Mbappé,
164,Lou Gehrig,BASEBALL & HOCKEY,261201,Lou Gehrig,
165,Khabib Nurmagomedov,"BOXING, MMA, WRESTLING & STRENGTH",657734,Khabib Nurmagomedov,
166,Rafael Nadal,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",1067800,Rafael Nadal,
167,KSI,"INTERNET, STREAMERS & ESPORTS",237506,KSI,
168,Demis Hassabis,AI & MACHINE LEARNING,246687,Demis Hassabis,
169,Little Red Riding Hood,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,107702,Little Red Riding Hood,
170,The Chupacabra,FICTIONAL & FOLKLORE (public domain only) / Cryptids,120726,Chupacabra,
171,Zeus,FICTIONAL & FOLKLORE (public domain only) / Myth,402294,Zeus,
172,Paul Bunyan,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,97542,Paul Bunyan,
173,Cthulhu,FICTIONAL & FOLKLORE (public domain only) / Literature,159703,Cthulhu,
174,Caliban,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,29756,Caliban,
175,Terracotta Warrior,FICTIONAL & FOLKLORE (public domain only) / Art come to life,162460,Terracotta Army,
176,Felix the Cat,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),67666,Felix the Cat,1919 design PD; marks on modern version
177,Julius Caesar,ANCIENT & CLASSICAL,594270,Julius Caesar,
178,Marie Antoinette,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",623064,Marie Antoinette,
179,Wyatt Earp,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",296620,Wyatt Earp,
180,Jordan Belfort,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",486199,Jordan Belfort,
181,Theodore Roosevelt,US PRESIDENTS & POLITICIANS,1055258,Theodore Roosevelt,
182,Margaret Thatcher,WORLD LEADERS (HISTORICAL),656288,Margaret Thatcher,
183,Kim Jong Un,WORLD LEADERS (CURRENT),517865,Kim Jong Un,living head of state; image gen may refuse
184,Prince William,BRITISH ROYALS,721159,"William, Prince of Wales",
185,Pocahontas,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",329020,Pocahontas,
186,Francis of Assisi,RELIGIOUS & SPIRITUAL,198083,Francis of Assisi,
187,Alan Turing,"SCIENTISTS, INVENTORS & THINKERS",538972,Alan Turing,
188,Wilbur Wright,ASTRONAUTS & AVIATORS,220113,Wright brothers,
189,Mark Zuckerberg,TECH & BUSINESS,532016,Mark Zuckerberg,
190,Andy Warhol,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",429826,Andy Warhol,
191,Stephen King,WRITERS & PHILOSOPHERS,556278,Stephen King,
192,Ludwig van Beethoven,"COMPOSERS, CLASSICAL & STAGE",313796,Ludwig van Beethoven,
193,Ridley Scott,FILM DIRECTORS,620564,Ridley Scott,
194,Jack Kirby,"GAME, COMICS & ANIMATION CREATORS",199631,Jack Kirby,
195,Harrison Ford,CLASSIC HOLLYWOOD,821530,Harrison Ford,
196,Robert Pattinson,MODERN ACTORS,1798343,Robert Pattinson,
197,Mel Gibson,ACTION & MARTIAL ARTS,736605,Mel Gibson,
198,Jim Carrey,COMEDIANS,655939,Jim Carrey,
199,Caitlyn Jenner,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",491644,Caitlyn Jenner,
200,Kendall Jenner,FASHION & MODELS,432993,Kendall Jenner,
201,Freddie Mercury,ROCK & POP LEGENDS,1099701,Freddie Mercury,
202,Olivia Rodrigo,MODERN POP,1538814,Olivia Rodrigo,
203,Drake,HIP-HOP & R&B,639969,Drake (musician),
204,Avicii,"COUNTRY, EDM & OTHER",494797,Avicii,
205,Shaquille O'Neal,BASKETBALL,867452,Shaquille O'Neal,
206,Patrick Mahomes,AMERICAN FOOTBALL,334131,Patrick Mahomes,
207,Harry Kane,SOCCER,3968013,Harry Kane,
208,Wayne Gretzky,BASEBALL & HOCKEY,248186,Wayne Gretzky,
209,Hulk Hogan,"BOXING, MMA, WRESTLING & STRENGTH",595885,Hulk Hogan,
210,Naomi Osaka,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",1065050,Naomi Osaka,
211,Logan Paul,"INTERNET, STREAMERS & ESPORTS",235280,Logan Paul,
212,Aravind Srinivas,AI & MACHINE LEARNING,233815,Perplexity AI,
213,Santa Claus,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,98862,Santa Claus,
214,The Yeti,FICTIONAL & FOLKLORE (public domain only) / Cryptids,95545,Yeti,
215,Hercules the Greek Hero,FICTIONAL & FOLKLORE (public domain only) / Myth,274841,Heracles,
216,William Tell,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,84258,William Tell,
217,Mr. Hyde,FICTIONAL & FOLKLORE (public domain only) / Literature,142983,Strange Case of Dr Jekyll and Mr Hyde,
218,Iago,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,27729,Iago,
219,The Scream,FICTIONAL & FOLKLORE (public domain only) / Art come to life,150430,The Scream,
220,Olive Oyl,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),32228,Olive Oyl,1919 design PD; King Features marks
221,Caesar Augustus,ANCIENT & CLASSICAL,516529,Augustus,
222,Anne Boleyn,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",612174,Anne Boleyn,
223,Aaron Burr,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",288354,Aaron Burr,
224,Al Capone,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",466506,Al Capone,
225,Joe Biden,US PRESIDENTS & POLITICIANS,1033808,Joe Biden,
226,Benito Mussolini,WORLD LEADERS (HISTORICAL),612241,Benito Mussolini,
227,Emmanuel Macron,WORLD LEADERS (CURRENT),484671,Emmanuel Macron,living head of state; image gen may refuse
228,King George the Third,BRITISH ROYALS,672241,George III,
229,Malala Yousafzai,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",315514,Malala Yousafzai,
230,Rumi,RELIGIOUS & SPIRITUAL,161940,Rumi,
231,Nikola Tesla,"SCIENTISTS, INVENTORS & THINKERS",537132,Nikola Tesla,
232,Yuri Gagarin,ASTRONAUTS & AVIATORS,212373,Yuri Gagarin,
233,Jensen Huang,TECH & BUSINESS,496162,Jensen Huang,
234,Pablo Picasso,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",383734,Pablo Picasso,
235,J. K. Rowling,WRITERS & PHILOSOPHERS,495730,J. K. Rowling,
236,Andrea Bocelli,"COMPOSERS, CLASSICAL & STAGE",303597,Andrea Bocelli,
237,Quentin Tarantino,FILM DIRECTORS,613305,Quentin Tarantino,
238,Jim Henson,"GAME, COMICS & ANIMATION CREATORS",198548,Jim Henson,
239,Val Kilmer,CLASSIC HOLLYWOOD,778213,Val Kilmer,
240,Timothée Chalamet,MODERN ACTORS,1574512,Timothée Chalamet,
241,Chuck Norris,ACTION & MARTIAL ARTS,574877,Chuck Norris,
242,Larry David,COMEDIANS,632469,Larry David,
243,Paris Hilton,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",486250,Paris Hilton,
244,Gisele Bündchen,FASHION & MODELS,359002,Gisele Bündchen,
245,Paul McCartney,ROCK & POP LEGENDS,1013709,Paul McCartney,
246,Harry Styles,MODERN POP,944407,Harry Styles,
247,Lauryn Hill,HIP-HOP & R&B,634173,Lauryn Hill,
248,Morgan Wallen,"COUNTRY, EDM & OTHER",492728,Morgan Wallen,
249,Giannis Antetokounmpo,BASKETBALL,842043,Giannis Antetokounmpo,
250,Josh Allen,AMERICAN FOOTBALL,285963,Josh Allen,
251,Neymar,SOCCER,3156632,Neymar,
252,Joe DiMaggio,BASEBALL & HOCKEY,242035,Joe DiMaggio,
253,Mike Tyson,"BOXING, MMA, WRESTLING & STRENGTH",591176,Mike Tyson,kept despite 1992 rape conviction; iconic fighter
254,Carlos Alcaraz,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",921352,Carlos Alcaraz,
255,Grimes,"INTERNET, STREAMERS & ESPORTS",231340,Grimes,
256,Palmer Luckey,AI & MACHINE LEARNING,216768,Palmer Luckey,
257,Uncle Sam,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,93512,Uncle Sam,
258,The Jersey Devil,FICTIONAL & FOLKLORE (public domain only) / Cryptids,72900,Jersey Devil,
259,Medusa,FICTIONAL & FOLKLORE (public domain only) / Myth,234717,Medusa,
260,John Henry the Steel-Driving Man,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,84141,John Henry (folklore),
261,Faust,FICTIONAL & FOLKLORE (public domain only) / Literature,138594,Faust,
262,Puck from A Midsummer Night's Dream,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,26445,Puck (A Midsummer Night's Dream),
263,Girl with a Pearl Earring,FICTIONAL & FOLKLORE (public domain only) / Art come to life,132729,Girl with a Pearl Earring,
264,Tintin,FICTIONAL & FOLKLORE (public domain only) / Newly public domain cartoons (period-accurate designs only),28042,Tintin (character),PD in US only; EU copyright to 2054
265,Marcus Aurelius,ANCIENT & CLASSICAL,483800,Marcus Aurelius,
266,"Mary, Queen of Scots","MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",591213,"Mary, Queen of Scots",
267,Doc Holliday,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",275277,Doc Holliday,
268,John Gotti,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",445741,John Gotti,
269,Franklin Roosevelt,US PRESIDENTS & POLITICIANS,1028909,Franklin D. Roosevelt,
270,Mahatma Gandhi,WORLD LEADERS (HISTORICAL),594669,Mahatma Gandhi,
271,Recep Tayyip Erdoğan,WORLD LEADERS (CURRENT),306914,Recep Tayyip Erdoğan,living head of state; image gen may refuse
272,Prince Harry,BRITISH ROYALS,558078,"Prince Harry, Duke of Sussex",
273,Greta Thunberg,"ACTIVISTS, CIVIL RIGHTS & WHISTLEBLOWERS",242930,Greta Thunberg,
274,Dalai Lama,RELIGIOUS & SPIRITUAL,125960,Dalai Lama,
275,Marie Curie,"SCIENTISTS, INVENTORS & THINKERS",462466,Marie Curie,
276,Charles Lindbergh,ASTRONAUTS & AVIATORS,202774,Charles Lindbergh,
277,Kris Jenner,TECH & BUSINESS,477730,Kris Jenner,
278,Bob Ross,"ARTISTS, ARCHITECTS & PHOTOGRAPHERS",338053,Bob Ross,
279,Roald Dahl,WRITERS & PHILOSOPHERS,475690,Roald Dahl,
280,Andrew Lloyd Webber,"COMPOSERS, CLASSICAL & STAGE",226100,Andrew Lloyd Webber,
281,J. J. Abrams,FILM DIRECTORS,561252,J. J. Abrams,
282,Mike Judge,"GAME, COMICS & ANIMATION CREATORS",191691,Mike Judge,
283,Al Pacino,CLASSIC HOLLYWOOD,745535,Al Pacino,
284,Ryan Gosling,MODERN ACTORS,1530489,Ryan Gosling,
285,Jackie Chan,ACTION & MARTIAL ARTS,468332,Jackie Chan,
286,Ben Stiller,COMEDIANS,626293,Ben Stiller,
287,Steve Irwin,"TV HOSTS, CHEFS, MAGICIANS & PERSONALITIES",442140,Steve Irwin,
288,Calvin Klein,FASHION & MODELS,304281,Calvin Klein,
289,Prince,ROCK & POP LEGENDS,960983,Prince (musician),
290,Katy Perry,MODERN POP,941060,Katy Perry,
291,Diddy,HIP-HOP & R&B,563657,Sean Combs,included per explicit exception
292,Toby Keith,"COUNTRY, EDM & OTHER",347602,Toby Keith,
293,Kobe Bryant,BASKETBALL,818720,Kobe Bryant,
294,Russell Wilson,AMERICAN FOOTBALL,283526,Russell Wilson,
295,Zlatan Ibrahimović,SOCCER,3051058,Zlatan Ibrahimović,
296,Derek Jeter,BASEBALL & HOCKEY,228487,Derek Jeter,
297,Jon Jones,"BOXING, MMA, WRESTLING & STRENGTH",569856,Jon Jones,"long rap sheet, nothing sexual"
298,Roger Federer,"OLYMPICS, TENNIS, GOLF, MOTORSPORT & MORE",920231,Roger Federer,
299,Markiplier,"INTERNET, STREAMERS & ESPORTS",225842,Markiplier,
300,Clément Delangue,AI & MACHINE LEARNING,197202,Hugging Face,
301,The Flying Dutchman,FICTIONAL & FOLKLORE (public domain only) / Folklore & holiday,88532,Flying Dutchman,
302,Beowulf,FICTIONAL & FOLKLORE (public domain only) / Myth,232771,Beowulf,
303,Lancelot,FICTIONAL & FOLKLORE (public domain only) / Legend & tall tales,80558,Lancelot,
304,Hercule Poirot,FICTIONAL & FOLKLORE (public domain only) / Literature,128378,Hercule Poirot,
305,Lady Macbeth,FICTIONAL & FOLKLORE (public domain only) / Shakespeare,22622,Lady Macbeth,
306,Vitruvian Man,FICTIONAL & FOLKLORE (public domain only) / Art come to life,117521,Vitruvian Man,
307,Buddha,ANCIENT & CLASSICAL,391871,The Buddha,depiction got a fighting game banned in Malaysia
308,Joan of Arc,"MEDIEVAL, RENAISSANCE & EARLY MODERN RULERS AND WARRIORS",521148,Joan of Arc,
309,James Cook,"EXPLORERS, PIRATES, WILD WEST & OUTLAWS",206358,James Cook,
310,Bernie Madoff,"GANGSTERS, TRUE CRIME & FRAUDSTERS (intentional villains)",333840,Bernie Madoff,
311,Alexandria Ocasio-Cortez,US PRESIDENTS & POLITICIANS,943261,Alexandria Ocasio-Cortez,
312,Muammar Gaddafi,WORLD LEADERS (HISTORICAL),582729,Muammar Gaddafi,
313,Jacinda Ardern,WORLD LEADERS (CURRENT),143567,Jacinda Ardern,
314,Meghan Markle,BRITISH ROYALS,516340,"Meghan, Duchess of Sussex",
